name,city,avg_rating,sample_comment
Residence Inn By Marriott Irvine John Wayne Airport,Irvine,4.351063829787234,"The staff is very accommodating and friendly. The Assistant Manager, Mr. Cure, attempted to do his best when Marriott Rewards, in changing our reservation from Paid with to Paid with Points, did NOT transfer our 9 months standing request at this hotel for a wheelchair accessible ONE Bedroom. Mr Cure readily admitted it was a Marriott human error The... More"
Residence Inn By Marriott Springdale,Springdale,4.407407407407407,"Hotel is what you expect from a Residence Inn. We had noisy upstairs neighbors which affected our stay. Also - there are not enough parking spots for a full hotel, which was a problem for us."
Residence Inn By Marriott Tucson Williams Centre,Tucson,4.75,Very clean and super nice!
Rideout's Lakeside Lodge Cottages,Danforth,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Rips Country Inn,Bowie,,For two dollars more you mind as well get the 16oz Prime Rib
Ritz Hotel,San Francisco,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
River Oaks Golf Villas,Myrtle Beach,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Riverside Lodge,Canyonville,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Riverside Motel and Cabins,Ennis,,"Editorial Review by Citysearch Editors Cabins close to Madison River feature cable TV, refrigerators, telephones in each room and coffee makers. Picnic tables and gas grills onsite."
Robins Roost Cabins,Hill City,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Rock A Bye Inn,Tigerton,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Rodeway Inn,Newport,2.9636363636363634,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Rodeway Inn Airport,Boise,,Editorial Review by Citysearch Editors Caters to business and leisure travelers with affordable spacious rooms featuring high-speed Internet and work areas free breakfast offered.
Rodeway Inn Bushnell,Bushnell,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services."
Rodeway Inn Near Venice Beach,Los Angeles,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Rodeway Inn-tacoma,Tacoma,,"A well-known, mid-priced national and international hotel chain where kids always stay free. In ShortHoward Johnson's story began in 1925, with an ice cream stand that soon became a chain of orange-roofed restaurants, and eventually motor lodges. Today, the hotels offer quality accommodations at value prices for families and business travelers. Comforts of Home amenities include in-room coffeemakers, complimentary weekday newspapers and more. Most locations offer Home Office rooms, with work desks and chairs, and Crayola Kids Rooms, with Crayola easels and accessories, plus a mini-fridge and microwave."
Roy-el Motel,Wapello,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Royal Dutch Inn,Dutch Harbor,4.0,The Royal Dutch Inn is located between a beautiful mountain slope and the Captains Bay Harbor where the fishing boats and larger transport ships ply the waters. The Bering Sea is only a few miles away where the Deadliest Catch Discovery Channel is filmed. My favorite thing about the RDI is the great restaurant next door. The Galley has great... More
Royal Inn,Lovelock,4.3,"This was recommended as the best place in town. It is a good hotel, with friendly proprietors. The room was spacious, the bathroom clean but basic. There was a full size refrigerator in the room and a kitchenette which we didn't use. The bed was comfortable enough. There is a satellite TV but many channels require a payment. The continental... More"
Royal Inn Motel,Petersburg,5.0,"I've traveled all over this great nation and have stayed at many hotels and motels. However NONE have had the type of hospitality that the The Royal Inn Motel has. The quaint rooms come with cable TV, WIFI, microwave, refrigerator, nice drinking cups, large marble vanity sinks with huge mirrors, carpeting, King size bed, excellent heat/AC and above all pet-friendly.... More"
Rustic Inn,Ely,3.1818181818181817,We love this special home-away-from-home. The Rustic Inn is the half way point of the journey to visit our family in Idaho. The rooms are always comfortable and clean and the lady in the office makes sure we feel welcome.
Saco River Recreational Council,Fryeburg,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Saddleback Motor Inn,Rangeley,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Sam's Town Hotel & Gmblng Hall,Robinsonville,,"This mammoth entertainment complex draws more tourists than Graceland, and for good reason. The SceneBilly Bob's Steak House Saloon boasts it has the biggest Angus steaks in the Delta, but of course that's not the main draw at the entertainment complex. Sam's Town Hotel Gambling Hall has become one of the largest tourist attractions in the Memphis area (in terms of people it pulls in) due to its nationally known musical headliners, as well as its gambling action. The Old West-style casino has a million square feet that includes the 1,600-seat River Palace Arena, where acts such as Wynonna and Willie Nelson draw top ticket prices. Two sports bars with big-screen TVs also feature entertainment and sporting events. Then, of course, there's the table gaming, slots, and casino atmosphere that have made Sam's Town synonymous with good times and entertainment.Must Have DrinksGrab a beer and let it ride."
Samui Cliff View Resort & Spa,Eden,3.8333333333333335,CHECK OUT
Sand Dunes Motel,Mosca,1.0,"Your first impulse will be not to slow down. Heed it. 15 miles further and you'll find plenty of real motels. with unexpected benefits like air conditioning and nesarby resturants. It was 12:30 am and I was tired,"
Sand's Motel,Portales,3.5,"We needed a place soon, as we were in town for a funeral. They did there best to accommodate us in getting us close together, and when we needed to extend, they were very helpful and pleasant. The rooms were very clean, both when we checked in and when we extended. The room with the 3 beds and a sofa... More"
Sands Central Inn Hot Springs,Hot Springs National Park,2.0,The service here was amazing. The lady at the front desk was so sweet. She helped with everything. She helped with places to eat to things to do. The rooms was clean and nice. It was very quiet and peaceful. The man at the counter helped me get to a barbecue place on the other side of town that place... More
Savaii Roberts Motels,Guymon,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Scenic View Motel,Bryson City,5.0,"This is the nicest, friendliest small motel in the Smokies."
School House Motel,North Conway,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Sci�� On Martin,Washington,4.0,Propre. Non bruyant
Sea View Motel,Ogunquit,4.0285714285714285,"My fianc booked this motel off of Groupon. When we checked in, they had issues saying no payment was made. Fear not, the motel manager said not to worry and took care of it all, even recommending that next time to call her directly and she'll match the Groupon price. The motel may seem moderate quality, but the rooms were... More"
Seaside Oceanfront Inn & Restaurant,Seaside,,Unless you like hangling out in nursing homes avoid! I have never written a review on anything in my life but I have to say something so nobody else has a horrible stay at Seaside. The hotel is as tacky as it gets. Stuffed animals everywhere. The AC didn't work and we couldn't sleep! The towels in the bathroom looked like they were 10 years old! The place smelled like a nursing home. We couldn't get out of there fast enough. If we could of gotten our money back we would of changed hotels. We stayed in the Jungle room which meant they put about 50 stuffed animals over the bed and hung monkeys from the ceiling. My two year old thought is was cool but my husband and I were annoyed! I understand they were trying to go with a theme but it was very tacky! Please do yourself a huge favor and stay somewhere else! Our weekend was ruined and we felt ripped off!
Seiling Motel,Seiling,4.0,"My husband travels with his job and staying in hotels are a must. The stay at this hotel was a pleasure to say the least. For an older motel this hotel has all new beds, bedding and linen. The manager and the staff there went out of their way to make our stay feel like a home away from home.... More"
Shamrock Hill Inn,Long Eddy,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Sheraton Baltimore North Hotels,Towson,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Sheraton Mission Valley San Diego Hotel,San Diego,4.1875,"nice business hotel. the mission valley area is good mostly for business travel, but it is a great vacation spot if you ahve a car! Its central to almost everything in San Diego which is cool, but its not right next to anything except shopping, food and hotels. I liked this hotel"
Sheraton Offenbach Hotel,Northbrook,3.8333333333333335,I had a problem at check in created by Expedia and they handled the problem courtesy and efficiently.
Sherwood Hills Resort,Wellsville,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services."
Shoshone Lodge,Cody,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Sids Resort,Greenbush,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Silver Run Cabins,Yellville,5.0,My wife and I have stayed at Silver Run on may occasions for business or pleasure. The cabins are always clean and welcoming. The Shipman's are such nice people. They consistently go out of their way to make our stay very comfortable. We look forward to returning soon!!
Simoni's Fremont Inn,Stockton,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Simpson House Inn,Santa Barbara,4.746031746031746,"We just love this place! This was our third stay at the property, and again, we weren't disappointed. Food is over-the-top, the staff is courteous, and we always feel welcomed. We prefer the rooms toward the back of the property. In particular, the Tack Room is lovely, overlooking the backyard, and the main house. We love touring the Alice Keck... More"
Sir Walter Raleigh Inns of Greenbelt,College Park,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Skidway Lake Motel,Prescott,3.5,"Gross! Nasty! Unclean to faced owners. Take your money elsewhere you can find a place that will clean the room not slightly pick up. Find a place that washes the sheets in soap and bleach, they don't wash the ccomforts ever. The cobwebs were having babies. It was very un sanitary. GO ELSEWHERE Janie and Ed have no business having a business. They are uptight money hungry people. I hope this gets reported to the better business Bureau! Take your money to a better place."
Sky Vue Motel,Alamosa,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Sky-lit Motel,Green Bay,1.0,"The best thing I can say about this joint is that at least I didn't have to sleep in a ditch, but that's not saying too much. The bed was fairly comfortable, but this place is badly in need of an update: stained carpet, stained and whip-stitched together thermal blanket, cigarette-burned bedspread, moldy refrigerator, rusted microwave, huge spiders in the bathroom. To top it off the house behind us had a dog which could hear you once you walked into the bathroom (the window was open) and would bark endlessly. Way overpriced too. Had fun minty-green tile in the bathroom and a cool retro sign, but that's the only two things it had going for it."
Sleep Inn,Millbrook,,great accommodations friendly staff
Sleep Inn At Harbour View,Little River,3.7333333333333334,Clean room very comfortable beds liked the shower
Sleep Inn Slidell,Slidell,3.685185185185185,Our room was clean and the staff were friendly and helpful.
Solstice,Erie,2.7982456140350878,"If you are looking for comfort, DO NOT CHOOSE this location. The beds are Concrete SLABS. The Shower pressure was horrific, The drain did not work. The ceiling was failing in and was molded. The Carpet was stained. There was no Parking because of equipment for construction. The window was covered by dirty plastic so there was no view."
Sombrero Resort and Marina,Marathon,2.6372549019607843,"Great view of canal with sailboats of all sizes. Pool was nice. Bed sucked. Felt like sleeping on the box spring, it popped a wheelie when you sat on end of bed. Only one ice machine in whole complex and always empty. Will be great once remod is completed."
Sonoma Coast Villa Spa,Bodega Bay,5.0,We have not been able to go on vacation for a while because we are saving for our wedding. This was the perfect escape from our busy lives in San Francisco. Thank you for everything.
Southside Motel,Tappahannock,3.8,Stayed here a couple of times when working in the area. Owners are very helpful. Terrific prices and central location. Rooms in the back of the hotel offer quiet and restful sleep. No traffic noise and overlook the river
Spinners Tailspin Inn,Kankakee,5.0,Loving This AngiesList.com
Spirit Tree Inn B & B,Patagonia,,"Accommodations were great. Very comfortable and clean. Great breakfast! Loved chatting over breakfast. The dogs loved the property and the B B dog villa. Overall, a very nice stay. I would definitely stay here again!"
Sportsmen Motel,Port Angeles,5.0,"My parents came to visit, and we headed to Olympic National Park. We called to reserve a room at the Sportsmen Motel. I am always a little wary of strip-mall type motels, because, in my experience, they usually seem to be seedy/druggy/scary. So, when we got there, we asked to see a room first. I was pleasantly surprised. We stayed the night, and not only was the staff (a mother and daughter) very friendly and accommodating, giving restaurant recommendations (try Blue Flame BBQ a few bu...view moreildings away...oh.my.god.), but the room was cleaner than my house (really clean), the second bed had its own locking bedroom, and there was a full kitchen, with a big fridge, pots and pans, plates, coffee and coffee maker, etc. It was 90, including tax, and I was very impressed. This place rocks!view less"
Sportsmen's Lodge,Studio City,3.214193548387097,The hotel was great for the price. It was close to Universal Studios. When we first got to the room there was no hot water. They did fix it however. There is also a weird musty smell in the room and throughout the hotel. Even with opening the sliding glass door it did not go away. It's probably because the hotel is so old and there is no exhaust fans in the bathrooms so the steam really gets going in be rooms. The walls and ceilings are paper thin so you can hear every door closing and everything that goes on around you. The hotel has been updated so don't let the hotel so old statement rub you the wrong way. The pool area and hot tub is extremely nice and well kept and the bar and bartender at the pool is a highlight of the property. One last issue is that you have to pay for parking with a hotel stay....ridiculous in my book! Again though for the price of the room it was a good deal and worked for what I needed.
Spring Bay Inn,Olga,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Spring Fountain Motel,Bucksport,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Springhill Suites,Sevierville,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Springhill Suites By Marriott Sarasota Bradenton,Sarasota,3.6666666666666665,"The best thing for me, besides the reasonable price (107 for Florida residents, plus the usual additional taxes and fees of course), was the jacuzzi/pool area. For once a hotel jacuzzi had super powerful muscle ache relieving jets and hot enough temp to do some good, and the spacious pool is nestled beneath some beautiful old oak trees, that are... More"
Springhill Suites By Marriott South Bend/mishawaka,Mishawaka,,At worlds end !
Springhill Suites Columbia,Columbia,4.061728395061729,"We love to stay at a Marriott whenever we can. I had business in the area and needed a nice clean, safe location close to the main highway. This place did not disappoint! Easy to access, very friendly staff, clean rooms and even cleaner bathroom! Loved the toilet and shower were separate with a sink in both rooms. Mini fridge... More"
Springhill Suites Marriott Colorado Springs South,Colorado Springs,4.5,"We stayed here for a quick overnight before heading home after visiting family. The suite room was great for staying with our son, with the separate sleeping area. The view of the Rockies was beautiful."
Spruce Meadow Cabins,Jackman,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Starwood Resorts Hotel,Fall River,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Stay Inn,West Palm Beach,1.0,Holes in the towels hair all in the shower hair on the bed sheets and prostitution going on in the parking lot I would never stay here again
Staybridge Suites Chicago - Glenview,Glenview,3.753846153846154,"This is our favorite Staybridge, its out of the way, there aren't a lot of things around it but shoppig and restaurants are only a 1/2 mile away. Trav..."
Staybridge Suites Tyler University Area,Tyler,4.464285714285714,Can't wait to stay with Staybridge on our next trip through Texas. Me and my family we're so pleased with the hospitality of the staff and our joining rooms were very clean. We couldn't have asked for a better experience. We will definitely be staying with Staybridge in the future. I recommended anyone needing a place to stay in Tyler... More
Sterling Motel,Austin,1.2,"Yep u get what u pay for. Not only was it dirty, but the smell was atrocious!!! Had to open 2 car freshener.i can't even explains How horrible it was, struggled to keep dinner down. Only perk was the matrix shampoo and the bed was exceptionally comfortable."
Stirling City Hotel,Stirling City,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Stratford Inn,Aberdeen,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Studio 6,Kenedy,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Suburban Extended Stay Warner Robins,Warner Robins,3.473684210526316,N/a
Suburban Extended Stay of Memphis Bartlett,Memphis,2.25,"The worst hotelbive ever been in. It was nasty, after the 2nd day and not getting my room cleaned , i request that they clean my room and was told i only get my room clean if i am staying a week or more. To make matters worst there were roaches in the room. Its a cheap hotel , but my goodness"
Summit At Big Sky,Big Sky,4.483870967741935,My wife and I along with our 18 yr old son had a great stay at the Summit. The staff was exceptionally willing to assist at every opportunity. Ski in and out with ease - true 'resort skiing.' The hot pool was excellent after a day off the top of Lone Mt. I'd go on about the great skiing but it was no better than epic (except for the January snow fall of 2014). We had a great time.
Sumner Motor Inn,Sumner,4.1,"This motel was just ok in my opinion. Room was clean except for the dirty pillow case (looked like mold and slobber was on it, gross). Had a clean one shortly after with no problems. I didn't like that the room had a very strong bleach smell. Didn't exactly smell clean but more like they were trying to cover up... More"
Sunset Inn,Worthington,2.3846153846153846,"My uncle flew in from AZ to attend his class reunion during the weekend of 9/16, staying two nights. His room at the Sunset Inn was so full of flies - he had to ask the owners to spray the room. Instead, they handed him a fly swatter. Ewww."
Sunset Inn-yosemite Cabins,Groveland,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Super 8,Hope,2.2777777777777777,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Super 8 - Effingham,Effingham,3.7681159420289854,It was so nice that we stayed there again on the way back.
Super 8 - Upland,Upland,2.109375,"We didn't have a remote to the tv (but they happily supplied a new one), the phone in the room didn't work, neither did the air conditioner making the room stuffy."
Super 8 Alamosa,Alamosa,3.90625,"Our stay at Super 8 was decent. The rooms were nice, though the walls were pretty thin (we were located close to the stairs, and there was a great deal of thump-thump-thumping as people ascended and descended.) Where this location's excellence shown was after the fact. We accidentally left a laptop charger in the room, and we didn't realize this... More"
Super 8 Batesville Ar,Batesville,3.0,The hallway and lobby smelled very smokey. We were in a non smoking room so we did not get much of the smell in the room. The breakfast was very skimpy and we had to ask for basic things like butter for the toast.
Super 8 Belle Fourche,Belle Fourche,2.6875,Beds not in very good shape and very hard. Very limited breakfast meal.
Super 8 Big Cabin Vinita Ok,Vinita,3.3875,This could b one of the best hotel values I've ever had. Clean and quiet. GREAT mattress....no kidding. I read this from other reviews and it's absolutely true. There isn't anything near but a truck stop. Breakfast was a touch better than the usual too. This is now going to be our regular stop when heading back to the midwest from Phoenix!
Super 8 Blackwell Ok,Blackwell,3.4193548387096775,"Was a little concerned because of low rating for this hotel. It is a couple of miles off the highway. It was very full when we arrived late but they held a first floor room as I requested. The place was basic but very clean. The workers were helpful. Breakfast was ample and provided free. The rooms have been renovated and everything in the bathroom was new. Only wish the price had been a little lower, but compared to other places on this route it was mid range. We were so happy we had been able to drive many hours that evening making our next day shorter. Thanks"
Super 8 Bradenton Sarasota Area,Bradenton,2.7096774193548385,The hotel where we chose to stay was an excellent location. My daughter will be starting school there in the fall and the hotel is almost right across from the college. The staff was very courteous and helpful when it came to finding a restaurant to eat at. Good choice. When we return we hope to stay in the same place. Thanks you guys
Super 8 Carlisle-south,Carlisle,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Super 8 Chicago O'hare Airport,Elk Grove Village,5.0,"I usually stay at the holiday inn, but they were booked, so I decided to give this hotel a shot.  One problem I did have was with the shuttle service of the other super 8 in town.  After asking them if they were my super 8, since there are apparently 2 in the ohare area, when i asked where thier pool was they said they didnt have one.  I realized that I was at the wrong one, and that the driver had lied to me.  Long story short...MAKE SURE YOU HOP IN THE RIGHT SHUTTLE BUS...the one that says ELK GROVE on it.  However once I got to the right hotel I couldnt be more pleased.  The rooms were very clean and the hotel actually looks like most of the holiday inn's ive stayed at.. I would definitely recommend this Hotel to anyone!"
Super 8 Cloquet,Cloquet,3.75,"Nice, clean, friendly. Only two issues: breakfast area and commons area had a stale cigarette smell (non-smoking room did not) and the single queen room could have used a lounging chair."
Super 8 Columbia Dwntwn Sc,Columbia,1.9545454545454546,"The hotel itself was not the best, the owners were friendly."
Super 8 Columbia East,Columbia,3.75,"Nothing fancy, but this was a motel that felt safe, clean and had friendly, helpful staff. I would certainly stay here again. Excellent price for what we got."
Super 8 Crete Ne,Crete,3.2162162162162162,"Very unhappy. It started with the games regarding the fact that they wanted more money than what was prepaid. I had to pay it but it felt like extortion as it was late at night. To make matters worse, the pillows were TERRIBLE. Overall a terrible night of rest. I could not even occupy myself as the night went on as they could not get the WIFI to work. We wanted to give the local hotel a try as our son just started at the local college but I think we will need to look towards staying in Lincoln as they obviously did not care about the business."
Super 8 Dallas South,Dallas,2.789473684210526,it was bad because I was fighting ants and roaches the whole time I was there.
Super 8 Elko Nv,Elko,3.0789473684210527,"They overdo the Lysol a bit. Would like better brand coffee in the room, and Do Not Disurb signs for the door. But the beds and pillows are super comfy. Breakfast is good enough for get to g ready to hit the road, but should run a little longer than 9 when check out is 11 All in all, I'd stay again"
Super 8 Fort Collins,Fort Collins,3.4157303370786516,Good for what we needed
Super 8 Gretna,Gretna,3.111111111111111,I was pleasantly surprised. Very nice and accommodating staff. I liked that all guests must enter through front desk--safer. Clean rooms and the beds were super comfortable. Outlet Mall is right next door so very convenient. Overall good experience.
Super 8 Indianapolis,Indianapolis,3.515151515151515,"The hotel was great,the only thing missing was a small microwave in the room."
Super 8 Ithaca,Ithaca,3.3636363636363638,"When I checked it, all was great! But when I went to my room, I was giving a room that was not cleaned, I checked in after 7p.m. I was immediately given another room with an apology. But I had to travel back to the front desk... Also my stay was great, except my room had ants, and my 2 year old is terrified of bugs. Also I am not sure why a fan with a huge extension cord was placed in the hallway... It was there for my 3 day stay (and was on with the AC), had to be careful not to run over the plug, and be mindful of the fan with my 2 year old."
Super 8 Kansas City Airport,Kansas City,2.492957746478873,I was very unhappy when we got there when I booked 2 queen beds and get there and they are full size and I was promised a min fridge and a microwave. And get there and there was nothing. So I would never book with them again even though the employee were very nice and got me milk and juice for my two twins just wish what I was promised and what I booked fir is what I got.
Super 8 Kingston,Kingston,3.4782608695652173,"Aside from obvious things like cleanliness and being in an area that feels safe, (which this hotel passed on both accounts,) I look for things like shower water pressure and temperature. This hotel also passed on these things. i didn't eat breakfast, but it was a typical pastries, fruit, coffee, juice, waffle-maker breakfast. good price for a short stay, would recommend"
Super 8 Longmont / Del Camino,Longmont,2.9444444444444446,o.K.
Super 8 Madison,Madison,3.8,Really nice especially given the price...the rooms are recently updated. Very comfortable and clean.
Super 8 Manhattan Ks,Manhattan,3.283582089552239,"WE STAYED ON K-STATE FAMILY WEEKEND. IT WAS OK. IT COULD BE NICER AND CLEANER. WE DID HAVE A DEAD BUG IN OUR BATHROOM. THE AIR CONDITIONING WAS OK, NOT VERY COLD. WE BROUGHT OUR OWN FAN, IF WE DIDN'T HAVE IT WE WOULD OF BEEN HOT. THE GIRL AT THE FRONT DESK WAS VERY NICE AND HELPFUL."
Super 8 Metropolis,Metropolis,3.5454545454545454,Basic but good. Clean and close to highway.
Super 8 Motel Fairmont,Fairmont,3.6,i didn't get the chance to even stay at this establishment. the front desk receptionist was very unwelcoming and rude. i wasn't impressed at all if anything was more furious than anything. booooo
Super 8 Opelousas,Opelousas,2.8333333333333335,Very great staff nice clean rooms very exceptional stay enjoyed our two nights there. Staff made us coffee whenever we wanted. They worked with us in our prices. Bed was extremely comfortable. Room was clean staff was friendly.
Super 8 Pittsburgh/monroeville,Pittsburgh,2.8333333333333335,Hotel was a good value. Just painted on the outside. Bed was comfortable room was clean.
Super 8 Sallisaw,Sallisaw,,"Free coffee refills and budget rates make this motel tops with highway travelers. In ShortThe first Super 8 opened in Aberdeen, S.D., in 1974, charging 8.88 a night. Today, the national franchise, with its familiar red-and-yellow sign, still stands for dependable rooms at wallet-friendly prices. A staple for road-tripping families, truck drivers and tour groups, the motel offers complimentary morning coffee and continental breakfasts. Another perk for travelers: Super 8 travel cups may be refilled for free at any of the motel's locations."
Super 8 Schenect/albany Area,Schenectady,3.2738095238095237,Pretty good for the price although TV reception/picture quality was poor
Super 8 Van Horn,Van Horn,,"Free coffee refills and budget rates make this motel tops with highway travelers. In ShortThe first Super 8 opened in Aberdeen, S.D., in 1974, charging 8.88 a night. Today, the national franchise, with its familiar red-and-yellow sign, still stands for dependable rooms at wallet-friendly prices. A staple for road-tripping families, truck drivers and tour groups, the motel offers complimentary morning coffee and continental breakfasts. Another perk for travelers: Super 8 travel cups may be refilled for free at any of the motel's locations."
Super 8 Worthington Minnesota,Worthington,2.36,The room was dirty There was hair on the bedspread The inside of the cofee reservoir was dirty There was no place to really hang your clothes since the refrigerator and microwave were in the way Overall a bad deal
Sutton Bay Resort,Newman Lake,,"Great Memories, Great People! Sutton Bay is a Beautiful resort and we have found it to be extremely family friendly, clean and affordable. Management is always helpful and our experience has been that there is NO tolerance for underage drinking or out of control drinking of any kind for that matter. Managements goal is clearly to provide a fun, safe and clean atmosphere for families to spend the day, week or even summer camping, fishing, swimming or hiking. They (management) have devoted their life to this cause and this is clearly evident. We look forward to many more memories at Sutton Bay and it is our opinion that any negative postings came to be as a form of retaliation from a person or persons that either had trouble following the simple rules or were refused service for a valid reason, almost always for the protection or consideration of the other guests. Thanks Wayne and Linda for making us a part of the Sutton Bay family!!"
Sybaris Pool Suites,Indianapolis,5.0,"This hotel was very nice, very accommodating. The room was very large. It was a nice clean hotel. An overall Great hotel.This hotel was very nice, very accommodating. The room was very large. It was a nice clean hotel. An overall Great hotel."
Terrace Inns Suites,El Cerrito,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Terry Peak Ski Area,Lead,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Texan Inn,Monahans,,"A well-known, mid-priced national and international hotel chain where kids always stay free. In ShortHoward Johnson's story began in 1925, with an ice cream stand that soon became a chain of orange-roofed restaurants, and eventually motor lodges. Today, the hotels offer quality accommodations at value prices for families and business travelers. Comforts of Home amenities include in-room coffeemakers, complimentary weekday newspapers and more. Most locations offer Home Office rooms, with work desks and chairs, and Crayola Kids Rooms, with Crayola easels and accessories, plus a mini-fridge and microwave."
The Abbey Resort,Fontana,4.755102040816326,location + amenities
"The Alexandrian, Autograph Collection",Alexandria,4.480168776371308,The hotel was great. Staff went above and beyond bringing hot tea to room at 11:30 pm at no charge!
The Amble Inn,Fennville,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
The Bluffs Inn Suites,Decorah,1.0,"This was the worst motel I have ever stayed in!!! Went on a long motorcycle ride, and just wanted to find a place to lay my head. That's about all it was good for. The first room they gave us was dirty... bed unmade, trash everywhere, etc. We went to the front desk and the lady working was very sorry and very nice, but didn't seem to know where to put us. We are smokers and wanted a smoking room. They didn't have any smoking rooms left, but the owner handed us an ashtray and said...view more it's a smoking room now. I wouldn't mind smoking outside if they didn't have any smoking rooms left, but when I got to the room, I understood why he didn't mind giving us the ashtray. The carpet was atrocious and when I went to take a shower, the handle to turn the water on came off in my hand. The tiles were missing all over the bathroom, the toilet looked like it hadn't been cleaned in years. They advertise coffee makers and alarm clocks. Not only did we not have either, there was no remote to the TV either. The smell in the room made me think they had just removed a corpse or something as equally bad. They make you pay in advance and there is no refund, now I know why. They advertise that they have the largest indoor pool in Iowa, however it has been closed for years for improvements. I would NEVER stay there again, or recommend it to ANYONE!view less"
The Booker-lewis,Leesville,4.181818181818182,Food is amazing and the staff is great. I'll definitely keep coming back. Best and most professional staff. Always had a great experience. Food is the freshest and best prepared. Great all the way around. Jared
The Chestnut Boutique Hotel,Morgantown,4.076923076923077,"We love this place! The entire hotel smelled great as soon as we walked in. Check-in was hassle free, front desk was very informative regarding hotel services and new restaurants around this area. They offer free parking in a covered garage, which is hard to find in the crammed downtown area. Our room was big and clean, especially the bathroom,... More"
"The Citizen Hotel, Autograph Collection",Sacramento,4.945833333333334,Amazing! Old Hollywood Glamour right in Downtown Sacramento! The cocktail reception in Scandal was a real treat!
The Concorde Inn,Clinton Township,2.1666666666666665,"It's was snowing and extremely cold out heat in the room wan not working. I had to go home for an emergency and this hotel is my go to without fail, but the rooms aren't being cleaned or maintained, I had to bring to their attention things that housekeeping should be cleaning. The staff is amazing, but the property really... More"
The Dec,Aberdeen,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
The Desmond House Bed & Breakfast,Redding,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
"The Golden Hotel, An Ascend Hotel Collection Member",Golden,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
